Month,Product,Size,Forecasted_Sales,Lower_Bound,Upper_Bound
2025-10-01,ALF Jnr Blouse,12,1.8853066185357292,0.0,3.988883969387421
2025-11-01,ALF Jnr Blouse,12,2.667382393546826,0.6914376221164842,4.552219330831276
2025-06-01,ALF Jnr Blouse,14,3.9415302100914342,0.4656623017813702,7.536683527672862
2025-07-01,ALF Jnr Blouse,14,5.898857311931817,2.3705056538189995,9.71400460816738
2025-08-01,ALF Jnr Blouse,14,4.41501539162563,0.6956077548031657,8.194426065621437
2025-09-01,ALF Jnr Blouse,14,2.331517026770654,0.0,6.078706950399058
2025-10-01,ALF Jnr Blouse,14,2.824910745867612,0.0,6.409004211077245
2025-11-01,ALF Jnr Blouse,14,1.263575749023456,0.0,5.008136794071612
2025-06-01,ALF Jnr Blouse,16,0.4909412492102385,0.0,2.8952514947874053
2025-07-01,ALF Jnr Blouse,16,2.1724929606411516,0.0,4.708910473790901
2025-08-01,ALF Jnr Blouse,16,2.8673968472435556,0.4275204672158923,5.46310386722266
2025-09-01,ALF Jnr Blouse,16,0.31467656967204594,0.0,2.896949036849169
2025-10-01,ALF Jnr Blouse,16,1.6455574546451386,0.0,4.2444257261806575
2025-11-01,ALF Jnr Blouse,16,0.4015962969508613,0.0,2.883999092047631
2025-06-01,ALF Jnr Blouse,18,1.1490800071610237,0.0,2.7355623372902134
2025-07-01,ALF Jnr Blouse,18,1.8160250710377057,0.30778778668790363,3.567104461355089
2025-08-01,ALF Jnr Blouse,18,0.615044709585947,0.0,2.1937209058123086
2025-09-01,ALF Jnr Blouse,18,0.9580859140817739,0.0,2.6060772299883523
2025-10-01,ALF Jnr Blouse,18,0.0,0.0,1.2626850776235088
2025-11-01,ALF Jnr Blouse,18,0.20323422088448995,0.0,1.7835905053033227
2025-06-01,ALF Jnr Blouse,20,0.0,0.0,2.10742987854211
2025-07-01,ALF Jnr Blouse,20,0.0,0.0,1.7386091262727335
2025-08-01,ALF Jnr Blouse,20,0.0,0.0,1.5353971843625347
2025-09-01,ALF Jnr Blouse,20,0.0,0.0,1.8675143874029074
2025-10-01,ALF Jnr Blouse,20,0.6008977053190779,0.0,3.0323872681381783
2025-11-01,ALF Jnr Blouse,20,0.0,0.0,1.8480359868937435
2025-06-01,ALF Jnr Blouse,22,0.0,0.0,0.30177771820048965
2025-07-01,ALF Jnr Blouse,22,0.0,0.0,0.30819048596769705
2025-08-01,ALF Jnr Blouse,22,0.0,0.0,0.46346290790766576
2025-09-01,ALF Jnr Blouse,22,0.0,0.0,0.5854138513834692
2025-10-01,ALF Jnr Blouse,22,0.0,0.0,0.3486195292180476
2025-11-01,ALF Jnr Blouse,22,0.0,0.0,0.3605994573695989
2025-06-01,ALF Jnr Blouse,24,0.0,0.0,0.47712398012604834
2025-07-01,ALF Jnr Blouse,24,0.0,0.0,1.0046683837395118
2025-08-01,ALF Jnr Blouse,24,0.0,0.0,0.7719944796321146
2025-09-01,ALF Jnr Blouse,24,0.0,0.0,0.49657438827608424
2025-10-01,ALF Jnr Blouse,24,0.0,0.0,0.44196594149616397
2025-11-01,ALF Jnr Blouse,24,0.0,0.0,0.29613531405897275
2025-06-01,ALF Jnr Blouse,26,0.13043530077476717,0.0,0.6143298903656195
2025-07-01,ALF Jnr Blouse,26,0.11952119854522913,0.0,0.6504937823720355
2025-08-01,ALF Jnr Blouse,26,0.3729260512352883,0.0,0.8604047977874879
2025-09-01,ALF Jnr Blouse,26,0.039606865765581256,0.0,0.511968439971196
