Product,Size,Lead Time Sales,Safety Stock,Stock On Hand,Order Quantity
WHHS Jnr Short Skirt,92,0.4716405126286644,1.0199825973031846,11,0
WHHS Jnr Short Skirt,97,1.487319775983616,0.7795980373527739,5,0
WHHS Jnr Sky Polo,10,3.858951161822909,3.7698732282511225,15,0
WHHS Jnr Sky Polo,10XL,0.0,0.12778670488396637,0,0
WHHS Jnr Sky Polo,12,5.11755771820192,4.646949848775551,16,0
WHHS Jnr Sky Polo,14,0.5497271683853313,3.813858931123303,20,0
WHHS Jnr Sky Polo,2XL,1.1423839937868288,2.3691023598723944,31,0
WHHS Jnr Sky Polo,3XL,0.7542304164088278,1.376570100138549,8,0
WHHS Jnr Sky Polo,4XL,0.0495572597490727,0.6347475958372916,6,0
WHHS Jnr Sky Polo,5XL,0.0,0.8810182273412532,2,0
WHHS Jnr Sky Polo,6XL,0.24581972877858577,0.8194613571267358,1,0
WHHS Jnr Sky Polo,7XL,0.034628291616359094,0.4080247525148891,3,0
WHHS Jnr Sky Polo,8,1.2013768845603379,2.326262406374078,8,0
WHHS Jnr Sky Polo,L,0.03921296237734645,1.3277751312843815,14,0
WHHS Jnr Sky Polo,M,4.3456686385627,2.8620835492627976,28,0
WHHS Jnr Sky Polo,S,2.896597039006638,5.6479193755515595,22,0
WHHS Jnr Sky Polo,XL,0.0,1.715138710354927,31,0
WHHS Jnr Sky Polo,XS,0.017199477667217834,1.8192938082430619,9,0
WHHS PE Shirts,10K,0.03208437918151659,0.7582759113352673,26,0
WHHS PE Shirts,12K,0.31052816509617676,1.1063391123541244,8,0
WHHS PE Shirts,14K,0.6895294923254828,1.0002691164679065,14,0
WHHS PE Shirts,2XL,0.0,0.3645968747394124,12,0
WHHS PE Shirts,3XL,0.0,0.4289729776409856,5,0
WHHS PE Shirts,4XL,0.006058723858388011,0.2556428348883778,4,0
WHHS PE Shirts,5XL,0.07122425001627278,0.13160756072547808,2,0
WHHS PE Shirts,6XL,0.0,0.126978003693339,4,0
