Product,Size,MAE,RMSE,Baseline_MAE,Holdout_Mean_Sales
WHHS Contrast Jacket,5XL,0.2702059024211399,0.44635340926639044,0.0,0.16666666666666666
WHHS Contrast Jacket,6XL,0.8099494893038862,1.084558576281028,0.5,0.6666666666666666
WHHS Contrast Jacket,7XL,0.012463270701505574,0.03052865374486801,0.0,0.0
WHHS Contrast Jacket,L,6.112473819087188,7.6888369156691585,3.8333333333333335,5.666666666666667
WHHS Contrast Jacket,M,6.621922007936026,11.67510543593723,4.5,9.5
WHHS Contrast Jacket,S,10.364316843811997,14.710904990566686,5.5,12.666666666666666
WHHS Contrast Jacket,XL,4.24283134562181,5.204793378864236,3.8333333333333335,2.5
WHHS Height Scarf,ONE SIZE,12.802864930643516,14.931052781845906,4.333333333333333,11.166666666666666
WHHS JNR Boys Shorts,100,2.327369164044836,3.8239352125505004,1.5,0.6666666666666666
WHHS JNR Boys Shorts,104,1.2036571972131178,1.7879684055379046,0.8333333333333334,0.6666666666666666
WHHS JNR Boys Shorts,108,1.6688687770291353,2.9015266700031925,1.3333333333333333,1.0
WHHS JNR Boys Shorts,112,0.721136306562058,1.0614805367093567,0.6666666666666666,0.8333333333333334
WHHS JNR Boys Shorts,116,0.3863233485058659,0.813165149662571,0.3333333333333333,0.3333333333333333
WHHS JNR Boys Shorts,120,0.7696642694735822,1.2122383263235395,0.3333333333333333,0.3333333333333333
WHHS JNR Boys Shorts,124,0.7332581145190913,1.3247141844369774,0.5,0.5
WHHS JNR Boys Shorts,128,0.16666666666666666,0.408248290463863,0.16666666666666666,-0.16666666666666666
WHHS JNR Boys Shorts,64,0.5207015150727196,0.7880857627055446,0.6666666666666666,0.0
WHHS JNR Boys Shorts,68,3.3204579253973385,4.200887185983172,2.0,1.5
WHHS JNR Boys Shorts,72,1.8084366028097267,3.1745499939373913,1.0,2.0
WHHS JNR Boys Shorts,76,2.028525754775557,2.8018148850210265,3.1666666666666665,2.6666666666666665
WHHS JNR Boys Shorts,80,5.837241903950074,7.193044814213163,3.5,4.666666666666667
WHHS JNR Boys Shorts,84,5.099399510837609,8.00403645892367,1.6666666666666667,6.166666666666667
WHHS JNR Boys Shorts,88,1.301443281979149,1.7980991955506958,1.6666666666666667,3.8333333333333335
WHHS JNR Boys Shorts,92,1.5431309607054617,2.7083650238297547,1.1666666666666667,2.0
WHHS JNR Boys Shorts,96,1.1063677545564725,1.6323645672681681,0.8333333333333334,1.6666666666666667
WHHS JNR Boys Trousers,100,0.1967063759316063,0.3844255989840753,0.16666666666666666,0.16666666666666666
WHHS JNR Boys Trousers,104,0.2564694335634547,0.3242602296684973,0.5,0.16666666666666666
WHHS JNR Boys Trousers,108,0.161693149662145,0.39127851333628644,0.0,0.0
